fy_id,fy_title,fy_type,fy_status,platform,xzq,sq,jd,wd,month_zj,jzmj,is_dt,zx_qk
BJ0000217,草桥87.3㎡简装整租,整租,待审核,贝壳找房,丰台区,草桥,116.291393,39.857671,4285,87.3,是,简装
BJ0000218,磁器口19.9㎡精装合租,合租,在租,贝壳找房,东城区,磁器口,116.408731,39.927838,3037,19.9,否,精装
BJ0000219,亚运村15.2㎡毛坯合租,合租,已租,58同城,朝阳区,亚运村,116.446509,39.894457,1577,15.2,否,毛坯
BJ0000220,中关村61.2㎡简装整租,整租,在租,贝壳找房,海淀区,中关村,116.3188,39.954609,9216,61.2,是,简装
BJ0000221,五道口13.3㎡毛坯合租,合租,在租,链家,海淀区,五道口,116.293126,39.998817,2507,13.3,是,毛坯
BJ0000222,亚运村15.1㎡精装合租,合租,待审核,58同城,朝阳区,亚运村,116.467935,39.926606,4222,15.1,是,精装
BJ0000223,东直门43.3㎡精装整租,整租,在租,链家,东城区,东直门,116.386847,39.948508,6997,43.3,是,精装
BJ0000224,昌平镇32.7㎡简装整租,整租,在租,贝壳找房,昌平区,昌平镇,116.230357,40.226894,4345,32.7,否,简装
BJ0000225,和平里25.9㎡简装合租,合租,在租,贝壳找房,东城区,和平里,116.431576,39.958685,1928,25.9,否,简装
BJ0000226,临河里29.5㎡精装整租,整租,在租,贝壳找房,通州区,临河里,116.622166,39.912254,4102,29.5,否,精装
BJ0000227,青塔10.0㎡精装合租,合租,在租,安居客,丰台区,青塔,116.315194,39.881564,1369,10.0,否,精装
BJ0000228,牛街31.1㎡精装整租,整租,在租,58同城,西城区,牛街,116.342185,39.927087,13180,31.1,是,精装
BJ0000229,清河43.2㎡精装整租,整租,在租,58同城,海淀区,清河,116.271242,39.951007,5393,43.2,是,精装
BJ0000230,梨园32.7㎡简装整租,整租,已租,安居客,通州区,梨园,116.617745,39.896986,4638,32.7,是,简装
BJ0000231,十里堡21.3㎡精装合租,合租,在租,安居客,朝阳区,十里堡,116.473979,39.89197,3308,21.3,是,精装
BJ0000232,马驹桥17.9㎡精装合租,合租,已租,贝壳找房,通州区,马驹桥,116.676962,39.943092,2306,17.9,是,精装
BJ0000233,公主坟37.3㎡简装整租,整租,在租,链家,海淀区,公主坟,116.28316,39.930486,9871,37.3,是,简装
BJ0000234,牡丹园44.9㎡毛坯整租,整租,在租,58同城,海淀区,牡丹园,116.306554,39.934392,7819,44.9,是,毛坯
BJ0000235,丰台科技园229.9㎡精装独栋,独栋,已租,自如,丰台区,丰台科技园,116.289263,39.896716,18398,229.9,否,精装
BJ0000236,良乡40.1㎡精装整租,整租,在租,链家,房山区,良乡,116.104635,39.718403,4408,40.1,否,精装
BJ0000237,天坛20.1㎡精装合租,合租,在租,贝壳找房,东城区,天坛,116.409886,39.920682,3727,20.1,否,精装
BJ0000238,知春路19.2㎡简装合租,合租,在租,链家,海淀区,知春路,116.308744,39.986062,2754,19.2,否,简装
BJ0000239,双井66.8㎡简装整租,整租,在租,58同城,朝阳区,双井,116.412779,39.929984,6221,66.8,是,简装
BJ0000240,和平里18.9㎡毛坯合租,合租,在租,链家,东城区,和平里,116.389357,39.898654,3217,18.9,是,毛坯
BJ0000241,管庄20.3㎡精装合租,合租,已租,贝壳找房,朝阳区,管庄,116.481504,39.931203,2120,20.3,否,精装
BJ0000242,梨园53.3㎡精装整租,整租,待审核,安居客,通州区,梨园,116.635372,39.910206,5139,53.3,是,精装
BJ0000243,龙泽22.5㎡精装合租,合租,在租,链家,昌平区,龙泽,116.255449,40.237822,1870,22.5,否,精装
BJ0000244,梨园153.4㎡精装独栋,独栋,在租,自如,通州区,梨园,116.631448,39.933847,20214,153.4,是,精装
BJ0000245,方庄8㎡精装合租,合租,已租,58同城,丰台区,方庄,116.276514,39.841828,2692,8,否,精装
BJ0000246,角门114.2㎡简装整租,整租,已租,贝壳找房,丰台区,角门,116.259045,39.893092,6620,114.2,是,简装
BJ0000247,西三旗37.0㎡简装合租,合租,已租,链家,海淀区,西三旗,116.316177,39.927616,3363,37.0,是,简装
BJ0000248,北新桥25.5㎡简装合租,合租,在租,贝壳找房,东城区,北新桥,116.412677,39.948332,2612,25.5,是,简装
BJ0000249,大望路16.0㎡简装合租,合租,在租,58同城,朝阳区,大望路,116.424379,39.906201,2158,16.0,是,简装
BJ0000250,三里屯83.1㎡毛坯整租,整租,在租,贝壳找房,朝阳区,三里屯,116.439465,39.906123,7169,83.1,是,毛坯
BJ0000251,沙河80.9㎡精装整租,整租,在租,安居客,昌平区,沙河,116.257311,40.23645,3966,80.9,否,精装
BJ0000252,西二旗20.5㎡精装合租,合租,在租,58同城,海淀区,西二旗,116.260487,39.951651,2561,20.5,否,精装
BJ0000253,太阳宫74.7㎡简装整租,整租,在租,贝壳找房,朝阳区,太阳宫,116.465977,39.898783,7549,74.7,否,简装
BJ0000254,延庆城区61.0㎡毛坯整租,整租,在租,自如,延庆区,延庆城区,116.0072,40.452175,1989,61.0,是,毛坯
BJ0000255,宋家庄60.8㎡豪装整租,整租,在租,贝壳找房,丰台区,宋家庄,116.28669,39.849118,5025,60.8,否,豪装
BJ0000256,大红门91.8㎡精装整租,整租,在租,链家,丰台区,大红门,116.279959,39.862555,4617,91.8,否,精装
BJ0000257,西罗园8㎡简装合租,合租,在租,贝壳找房,丰台区,西罗园,116.310588,39.897652,1998,8,是,简装
BJ0000258,安贞19.3㎡精装合租,合租,在租,贝壳找房,朝阳区,安贞,116.468355,39.903475,3139,19.3,是,精装
BJ0000259,牡丹园90.5㎡精装整租,整租,已租,自如,海淀区,牡丹园,116.323303,39.992681,6780,90.5,否,精装
BJ0000260,常营28.3㎡简装整租,整租,待审核,58同城,朝阳区,常营,116.42894,39.940048,6938,28.3,是,简装
BJ0000261,北七家66.9㎡精装整租,整租,在租,贝壳找房,昌平区,北七家,116.26173,40.220078,5509,66.9,是,精装
BJ0000262,管庄22.2㎡精装合租,合租,在租,链家,朝阳区,管庄,116.417697,39.945194,3349,22.2,是,精装
BJ0000263,五道口74.6㎡精装整租,整租,待审核,链家,海淀区,五道口,116.287887,39.994654,9753,74.6,否,精装
BJ0000264,草桥20.7㎡精装合租,合租,在租,58同城,丰台区,草桥,116.303575,39.863458,2244,20.7,否,精装
BJ0000265,旧宫33.5㎡精装合租,合租,待审核,自如,大兴区,旧宫,116.311488,39.745106,1112,33.5,否,精装
BJ0000266,城子17.4㎡精装合租,合租,待审核,贝壳找房,门头沟区,城子,116.113172,39.908729,1495,17.4,是,精装
BJ0000267,霍营82.5㎡精装整租,整租,已租,链家,昌平区,霍营,116.242328,40.251632,3654,82.5,是,精装
BJ0000268,龙泉19.9㎡简装合租,合租,在租,链家,门头沟区,龙泉,116.101447,39.930697,1598,19.9,否,简装
BJ0000269,国贸36.5㎡精装整租,整租,待审核,链家,朝阳区,国贸,116.467436,39.883673,7526,36.5,是,精装
BJ0000270,知春路108.8㎡简装整租,整租,待审核,58同城,海淀区,知春路,116.329458,39.97566,7283,108.8,是,简装
BJ0000271,白纸坊96.0㎡精装整租,整租,在租,链家,西城区,白纸坊,116.383763,39.930398,11923,96.0,是,精装
BJ0000272,清河75.0㎡简装整租,整租,已租,链家,海淀区,清河,116.308007,39.957726,9652,75.0,是,简装
BJ0000273,和平里46.6㎡精装整租,整租,在租,安居客,东城区,和平里,116.383291,39.93203,8964,46.6,是,精装
BJ0000274,西红门19.6㎡毛坯合租,合租,在租,贝壳找房,大兴区,西红门,116.309036,39.740251,1152,19.6,是,毛坯
BJ0000275,龙泉96.8㎡毛坯整租,整租,待审核,贝壳找房,门头沟区,龙泉,116.107817,39.919251,3158,96.8,否,毛坯
BJ0000276,酒仙桥72.0㎡精装整租,整租,在租,链家,朝阳区,酒仙桥,116.439423,39.956925,6477,72.0,是,精装
BJ0000277,天通苑13.4㎡精装合租,合租,已租,自如,昌平区,天通苑,116.257929,40.201331,1550,13.4,是,精装
BJ0000278,高米店81.3㎡简装整租,整租,在租,链家,大兴区,高米店,116.348306,39.749335,4431,81.3,否,简装
BJ0000279,酒仙桥12.9㎡简装合租,合租,在租,贝壳找房,朝阳区,酒仙桥,116.411579,39.903887,2961,12.9,是,简装
BJ0000280,宋家庄84.3㎡简装整租,整租,在租,链家,丰台区,宋家庄,116.250103,39.889666,6722,84.3,否,简装
BJ0000281,沙河18.7㎡豪装合租,合租,在租,58同城,昌平区,沙河,116.216076,40.248128,2029,18.7,否,豪装
BJ0000282,土桥85.9㎡简装整租,整租,已租,安居客,通州区,土桥,116.668744,39.884535,5172,85.9,否,简装
BJ0000283,崇文门51.0㎡简装整租,整租,在租,安居客,东城区,崇文门,116.381249,39.945266,10031,51.0,是,简装
BJ0000284,十里堡16.4㎡简装合租,合租,在租,贝壳找房,朝阳区,十里堡,116.459871,39.902918,2105,16.4,是,简装
BJ0000285,太阳宫70.3㎡精装整租,整租,已租,安居客,朝阳区,太阳宫,116.441467,39.925107,6566,70.3,是,精装
BJ0000286,亚运村55.5㎡精装整租,整租,在租,贝壳找房,朝阳区,亚运村,116.45529,39.935216,9321,55.5,否,精装
BJ0000287,李桥55.9㎡豪装整租,整租,已租,58同城,顺义区,李桥,116.628356,40.154269,5021,55.9,否,豪装
BJ0000288,新街口8.8㎡精装合租,合租,在租,贝壳找房,西城区,新街口,116.363336,39.926176,3722,8.8,是,精装
BJ0000289,青塔15.8㎡精装合租,合租,在租,贝壳找房,丰台区,青塔,116.269614,39.873253,2231,15.8,否,精装
BJ0000290,潘家园22.3㎡简装合租,合租,在租,安居客,朝阳区,潘家园,116.464738,39.952975,3303,22.3,是,简装
BJ0000291,康庄20.2㎡豪装合租,合租,在租,58同城,延庆区,康庄,116.007553,40.449068,1154,20.2,否,豪装
BJ0000292,北新桥13.0㎡精装合租,合租,已租,安居客,东城区,北新桥,116.416585,39.956134,2345,13.0,是,精装
BJ0000293,亦庄22.3㎡精装合租,合租,在租,链家,大兴区,亦庄,116.377054,39.758767,2373,22.3,是,精装
BJ0000294,望京13.5㎡毛坯合租,合租,在租,链家,朝阳区,望京,116.472811,39.927686,2124,13.5,否,毛坯
BJ0000295,中关村317.8㎡豪装独栋,独栋,在租,贝壳找房,海淀区,中关村,116.327668,39.931362,22757,317.8,否,豪装
BJ0000296,十里堡8㎡精装合租,合租,在租,链家,朝阳区,十里堡,116.453983,39.895146,3881,8,是,精装
BJ0000297,黄村95.9㎡简装整租,整租,已租,贝壳找房,大兴区,黄村,116.311652,39.721497,4845,95.9,否,简装
BJ0000298,高米店18.2㎡简装合租,合租,在租,链家,大兴区,高米店,116.316546,39.74094,1483,18.2,是,简装
BJ0000299,太阳宫9.6㎡简装合租,合租,在租,贝壳找房,朝阳区,太阳宫,116.407157,39.956877,1888,9.6,否,简装
BJ0000300,亦庄80.4㎡简装整租,整租,在租,链家,大兴区,亦庄,116.377147,39.760256,3167,80.4,否,简装
BJ0000301,十里堡41.0㎡毛坯整租,整租,在租,58同城,朝阳区,十里堡,116.460389,39.94437,5161,41.0,是,毛坯
BJ0000302,劲松12.4㎡简装合租,合租,在租,链家,朝阳区,劲松,116.43392,39.924783,3211,12.4,是,简装
BJ0000303,知春路15.9㎡简装合租,合租,已租,贝壳找房,海淀区,知春路,116.314058,39.952806,2875,15.9,是,简装
BJ0000304,马坊107.9㎡精装整租,整租,在租,贝壳找房,平谷区,马坊,117.137475,40.124228,3909,107.9,是,精装
BJ0000305,老山80.5㎡简装整租,整租,在租,贝壳找房,石景山区,老山,116.236222,39.877532,4136,80.5,否,简装
BJ0000306,东直门20.7㎡简装合租,合租,已租,贝壳找房,东城区,东直门,116.441054,39.958431,3068,20.7,是,简装
BJ0000307,三里屯73.0㎡简装整租,整租,待审核,贝壳找房,朝阳区,三里屯,116.456568,39.894641,9763,73.0,是,简装
BJ0000308,公主坟57.4㎡精装整租,整租,待审核,安居客,海淀区,公主坟,116.313192,39.95756,5668,57.4,否,精装
BJ0000309,回龙观13.9㎡精装合租,合租,已租,58同城,昌平区,回龙观,116.224482,40.22796,1053,13.9,否,精装
BJ0000310,平谷城区21.9㎡精装合租,合租,在租,贝壳找房,平谷区,平谷城区,117.119846,40.13965,1364,21.9,是,精装
BJ0000311,西红门17.2㎡简装合租,合租,在租,贝壳找房,大兴区,西红门,116.346501,39.765032,1821,17.2,是,简装
BJ0000312,白纸坊54.3㎡简装整租,整租,已租,自如,西城区,白纸坊,116.397365,39.921033,8353,54.3,是,简装
BJ0000313,万寿路67.6㎡简装整租,整租,在租,58同城,海淀区,万寿路,116.335612,39.923328,10008,67.6,是,简装
BJ0000314,劲松92.6㎡简装整租,整租,待审核,链家,朝阳区,劲松,116.463119,39.882422,8691,92.6,否,简装
BJ0000315,西罗园22.7㎡毛坯合租,合租,在租,贝壳找房,丰台区,西罗园,116.291987,39.870868,1386,22.7,否,毛坯
BJ0000316,九棵树8㎡精装合租,合租,在租,链家,通州区,九棵树,116.674373,39.878622,2071,8,否,精装
BJ0000317,东直门91.9㎡简装整租,整租,在租,58同城,东城区,东直门,116.379662,39.901632,5985,91.9,否,简装
BJ0000318,新街口86.4㎡毛坯整租,整租,在租,自如,西城区,新街口,116.383343,39.880621,7090,86.4,否,毛坯
BJ0000319,土桥21.6㎡豪装合租,合租,在租,链家,通州区,土桥,116.627871,39.909406,1940,21.6,否,豪装
BJ0000320,草桥12.2㎡毛坯合租,合租,在租,贝壳找房,丰台区,草桥,116.255284,39.871102,1477,12.2,否,毛坯
BJ0000321,公主坟14.9㎡简装合租,合租,已租,链家,海淀区,公主坟,116.335087,39.996939,2068,14.9,否,简装
BJ0000322,土桥8.5㎡精装合租,合租,在租,链家,通州区,土桥,116.667707,39.885571,1892,8.5,否,精装
BJ0000323,窦店8㎡简装合租,合租,已租,安居客,房山区,窦店,116.146699,39.76395,1340,8,否,简装
BJ0000324,宋家庄35.3㎡简装整租,整租,在租,链家,丰台区,宋家庄,116.311664,39.860318,4199,35.3,否,简装
BJ0000325,学院路13.8㎡简装合租,合租,在租,链家,海淀区,学院路,116.269714,39.924263,2990,13.8,是,简装
BJ0000326,宋家庄23.1㎡简装合租,合租,待审核,链家,丰台区,宋家庄,116.266008,39.881245,2928,23.1,是,简装
BJ0000327,牡丹园48.3㎡毛坯整租,整租,在租,安居客,海淀区,牡丹园,116.262304,39.978794,6318,48.3,否,毛坯
BJ0000328,青塔71.3㎡豪装整租,整租,已租,贝壳找房,丰台区,青塔,116.262718,39.876493,4700,71.3,否,豪装
BJ0000329,望京45.9㎡精装整租,整租,在租,58同城,朝阳区,望京,116.437781,39.925528,6738,45.9,是,精装
BJ0000330,天竺26.3㎡精装合租,合租,待审核,58同城,顺义区,天竺,116.681951,40.114292,2070,26.3,否,精装
BJ0000331,崇文门53.4㎡精装整租,整租,在租,链家,东城区,崇文门,116.409274,39.931463,6755,53.4,否,精装
BJ0000332,儒林街道85.6㎡简装整租,整租,在租,自如,延庆区,儒林街道,115.935704,40.470215,2496,85.6,否,简装
BJ0000333,五道口33.2㎡毛坯整租,整租,在租,自如,海淀区,五道口,116.28887,39.962519,6873,33.2,是,毛坯
BJ0000334,东直门25.6㎡精装合租,合租,已租,链家,东城区,东直门,116.389392,39.965002,3241,25.6,否,精装
BJ0000335,西单18.9㎡简装合租,合租,在租,58同城,西城区,西单,116.342446,39.9383,3697,18.9,是,简装
BJ0000336,三里屯15.9㎡精装合租,合租,在租,链家,朝阳区,三里屯,116.467037,39.925647,2890,15.9,是,精装
BJ0000337,土桥78.6㎡精装整租,整租,在租,58同城,通州区,土桥,116.617572,39.927123,5769,78.6,是,精装
BJ0000338,北太平庄45.8㎡精装整租,整租,已租,链家,海淀区,北太平庄,116.288513,39.98507,8742,45.8,否,精装
BJ0000339,清河8㎡简装合租,合租,在租,安居客,海淀区,清河,116.269526,39.973483,2657,8,是,简装
BJ0000340,西罗园108.7㎡简装整租,整租,已租,58同城,丰台区,西罗园,116.290802,39.82531,4241,108.7,否,简装
BJ0000341,三里屯94.2㎡毛坯整租,整租,在租,链家,朝阳区,三里屯,116.421163,39.94778,7818,94.2,否,毛坯
BJ0000342,马家堡25.9㎡豪装整租,整租,在租,58同城,丰台区,马家堡,116.300735,39.838555,5937,25.9,否,豪装
BJ0000343,五道口11.3㎡精装合租,合租,在租,58同城,海淀区,五道口,116.330009,39.944723,2714,11.3,是,精装
BJ0000344,上地48.7㎡简装整租,整租,已租,贝壳找房,海淀区,上地,116.314976,39.970567,6900,48.7,是,简装
BJ0000345,东直门13.4㎡精装合租,合租,在租,安居客,东城区,东直门,116.390062,39.93703,3898,13.4,是,精装
BJ0000346,王府井16.9㎡精装合租,合租,在租,链家,东城区,王府井,116.441011,39.934812,2446,16.9,否,精装
BJ0000347,北苑11.0㎡精装合租,合租,在租,58同城,通州区,北苑,116.646365,39.887365,1581,11.0,否,精装
BJ0000348,北七家19.6㎡精装合租,合租,已租,链家,昌平区,北七家,116.269748,40.235433,1604,19.6,否,精装
BJ0000349,管庄60.0㎡精装整租,整租,在租,贝壳找房,朝阳区,管庄,116.44218,39.909704,6318,60.0,否,精装
BJ0000350,磁器口19.3㎡豪装合租,合租,在租,链家,东城区,磁器口,116.446524,39.891692,4316,19.3,是,豪装
BJ0000351,宋家庄8.7㎡简装合租,合租,在租,安居客,丰台区,宋家庄,116.299294,39.847724,2272,8.7,是,简装
BJ0000352,王府井103.2㎡简装整租,整租,已租,链家,东城区,王府井,116.416147,39.899617,6853,103.2,是,简装
BJ0000353,亚运村34.6㎡简装整租,整租,在租,58同城,朝阳区,亚运村,116.436669,39.907418,7222,34.6,是,简装
BJ0000354,潘家园45.5㎡精装整租,整租,在租,链家,朝阳区,潘家园,116.406635,39.926782,11921,45.5,是,精装
BJ0000355,马驹桥47.5㎡简装整租,整租,已租,58同城,通州区,马驹桥,116.682804,39.94528,4837,47.5,是,简装
BJ0000356,西罗园67.0㎡简装整租,整租,在租,贝壳找房,丰台区,西罗园,116.268162,39.876435,4612,67.0,是,简装
BJ0000357,龙泽8㎡豪装合租,合租,在租,链家,昌平区,龙泽,116.245949,40.246821,1782,8,否,豪装
BJ0000358,土桥10.8㎡简装合租,合租,在租,58同城,通州区,土桥,116.660243,39.869596,1461,10.8,否,简装
BJ0000359,月坛17.1㎡毛坯合租,合租,已租,58同城,西城区,月坛,116.389164,39.902499,1940,17.1,是,毛坯
BJ0000360,牡丹园15.4㎡简装合租,合租,在租,安居客,海淀区,牡丹园,116.290692,39.934422,2102,15.4,是,简装
BJ0000361,万寿路10.4㎡简装合租,合租,在租,链家,海淀区,万寿路,116.266527,39.953386,3458,10.4,是,简装
BJ0000362,草桥51.4㎡精装整租,整租,已租,贝壳找房,丰台区,草桥,116.276617,39.862893,6566,51.4,否,精装
BJ0000363,马驹桥20.4㎡简装合租,合租,在租,链家,通州区,马驹桥,116.635482,39.932149,1660,20.4,否,简装
